sentences,sent_tokens,topic,label_topic
"""suvorov!...",['suvorov'],9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"consider, prince andrew.","['consider', 'prince', 'andrew']",7,say-prince-go-andrew-look-come-count-room-pierre
two... frederick and suvorov; moreau!...,"['frederick', 'suvorov', 'moreau']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
moreau would have been a prisoner if suvorov had had a free hand; but he had the hofs-kriegs-wurst-schnapps-rath on his hands.,"['moreau', 'would', 'prisoner', 'suvorov', 'free', 'hand', 'hofskriegswurstschnappsrath', 'hand']",0,say-prince-nothing-pierre-look-please-smile-know-hand
it would have puzzled the devil himself!,"['would', 'puzzle', 'devil', 'himself']",0,say-prince-nothing-pierre-look-please-smile-know-hand
when you get there you'll find out what those hofs-kriegs-wurst-raths are!,"['get', 'youll', 'find', 'hofskriegswurstraths', 'be']",4,dont-say-know-ah-tell-be-dear-do-michael
suvorov couldn't manage them so what chance has michael kutuzov?,"['suvorov', 'couldnt', 'manage', 'chance', 'michael', 'kutuzov']",4,dont-say-know-ah-tell-be-dear-do-michael
"no, my dear boy,"" he continued, ""you and your generals won't get on against buonaparte; you'll have to call in the french, so that birds of a feather may fight together.","['dear', 'boy', 'continue', 'general', 'wont', 'get', 'buonaparte', 'youll', 'call', 'french', 'bird', 'feather', 'fight', 'together']",4,dont-say-know-ah-tell-be-dear-do-michael
"the german, pahlen, has been sent to new york in america, to fetch the frenchman, moreau,"" he said, alluding to the invitation made that year to moreau to enter the russian service....","['german', 'pahlen', 'send', 'new', 'york', 'america', 'fetch', 'frenchman', 'moreau', 'say', 'allude', 'invitation', 'make', 'year', 'moreau', 'enter', 'russian', 'service']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""wonderful!...",['wonderful'],8,prince-hand-know-say-hold-princess-book-leave-even
"were the potemkins, suvorovs, and orlovs germans?","['potemkins', 'suvorovs', 'orlovs', 'germans']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"no, lad, either you fellows have all lost your wits, or i have outlived mine.","['lad', 'either', 'fellows', 'lose', 'wits', 'outlive', 'mine']",4,dont-say-know-ah-tell-be-dear-do-michael
"may god help you, but we'll see what will happen.","['god', 'help', 'well', 'see', 'happen']",1,count-go-pierre-prince-come-know-look-well-let
buonaparte has become a great commander among them!,"['buonaparte', 'become', 'great', 'commander', 'them']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"hm!...""",['hm'],3,room-pierre-prince-draw-look-say-laugh-princess-little
"""i don't at all say that all the plans are good,"" said prince andrew, ""i am only surprised at your opinion of bonaparte.","['dont', 'say', 'plan', 'good', 'say', 'prince', 'andrew', 'surprise', 'opinion', 'bonaparte']",7,say-prince-go-andrew-look-come-count-room-pierre
"you may laugh as much as you like, but all the same bonaparte is a great general!""","['laugh', 'much', 'like', 'bonaparte', 'great', 'general']",2,know-letter-father-man-pierre-see-princess-silent-say
"""michael ivanovich!""","['michael', 'ivanovich']",4,dont-say-know-ah-tell-be-dear-do-michael
"cried the old prince to the architect who, busy with his roast meat, hoped he had been forgotten: ""didn't i tell you buonaparte was a great tactician?","['cry', 'old', 'prince', 'architect', 'busy', 'roast', 'meat', 'hop', 'forget', 'didnt', 'tell', 'buonaparte', 'great', 'tactician']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"here, he says the same thing.""","['say', 'thing']",7,say-prince-go-andrew-look-come-count-room-pierre
"""to be sure, your excellency.""","['sure', 'excellency']",5,princess-mary-say-give-prince-look-dinner-man-face
replied the architect.,"['reply', 'architect']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
the prince again laughed his frigid laugh.,"['prince', 'laugh', 'frigid', 'laugh']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""buonaparte was born with a silver spoon in his mouth.","['buonaparte', 'bear', 'silver', 'spoon', 'mouth']",3,room-pierre-prince-draw-look-say-laugh-princess-little
he has got splendid soldiers.,"['get', 'splendid', 'soldier']",8,prince-hand-know-say-hold-princess-book-leave-even
besides he began by attacking germans.,"['besides', 'begin', 'attack', 'germans']",3,room-pierre-prince-draw-look-say-laugh-princess-little
and only idlers have failed to beat the germans.,"['idlers', 'fail', 'beat', 'germans']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
since the world began everybody has beaten the germans.,"['since', 'world', 'begin', 'everybody', 'beat', 'germans']",2,know-letter-father-man-pierre-see-princess-silent-say
they beat no one--except one another.,"['beat', 'oneexcept', 'another']",4,dont-say-know-ah-tell-be-dear-do-michael
"he made his reputation fighting them.""","['make', 'reputation', 'fight', 'them']",2,know-letter-father-man-pierre-see-princess-silent-say
"and the prince began explaining all the blunders which, according to him, bonaparte had made in his campaigns and even in politics.","['prince', 'begin', 'explain', 'blunder', 'accord', 'bonaparte', 'make', 'campaign', 'even', 'politics']",7,say-prince-go-andrew-look-come-count-room-pierre
"his son made no rejoinder, but it was evident that whatever arguments were presented he was as little able as his father to change his opinion.","['son', 'make', 'rejoinder', 'evident', 'whatever', 'arguments', 'present', 'little', 'able', 'father', 'change', 'opinion']",2,know-letter-father-man-pierre-see-princess-silent-say
"he listened, refraining from a reply, and involuntarily wondered how this old man, living alone in the country for so many years, could know and discuss so minutely and acutely all the recent european military and political events.","['listen', 'refrain', 'reply', 'involuntarily', 'wonder', 'old', 'man', 'live', 'alone', 'country', 'many', 'years', 'could', 'know', 'discuss', 'minutely', 'acutely', 'recent', 'european', 'military', 'political', 'events']",8,prince-hand-know-say-hold-princess-book-leave-even
"""you think i'm an old man and don't understand the present state of affairs?""","['think', 'im', 'old', 'man', 'dont', 'understand', 'present', 'state', 'affairs']",2,know-letter-father-man-pierre-see-princess-silent-say
concluded his father.,"['conclude', 'father']",2,know-letter-father-man-pierre-see-princess-silent-say
"""but it troubles me.","['trouble', 'me']",5,princess-mary-say-give-prince-look-dinner-man-face
i don't sleep at night.,"['dont', 'sleep', 'night']",8,prince-hand-know-say-hold-princess-book-leave-even
"come now, where has this great commander of yours shown his skill?""","['come', 'great', 'commander', 'show', 'skill']",5,princess-mary-say-give-prince-look-dinner-man-face
he concluded.,['conclude'],9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""that would take too long to tell,"" answered the son.","['would', 'take', 'long', 'tell', 'answer', 'son']",1,count-go-pierre-prince-come-know-look-well-let
"""well, then go to your buonaparte!","['well', 'go', 'buonaparte']",1,count-go-pierre-prince-come-know-look-well-let
"mademoiselle bourienne, here's another admirer of that powder-monkey emperor of yours,"" he exclaimed in excellent french.","['mademoiselle', 'bourienne', 'heres', 'another', 'admirer', 'powdermonkey', 'emperor', 'exclaim', 'excellent', 'french']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""you know, prince, i am not a bonapartist!""","['know', 'prince', 'bonapartist']",7,say-prince-go-andrew-look-come-count-room-pierre
"""dieu sait quand reviendra..."" hummed the prince out of tune and, with a laugh still more so, he quitted the table.","['dieu', 'sait', 'quand', 'reviendra', 'hum', 'prince', 'tune', 'laugh', 'still', 'quit', 'table']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"the little princess during the whole discussion and the rest of the dinner sat silent, glancing with a frightened look now at her father-in-law and now at princess mary.","['little', 'princess', 'whole', 'discussion', 'rest', 'dinner', 'sit', 'silent', 'glance', 'frighten', 'look', 'fatherinlaw', 'princess', 'mary']",5,princess-mary-say-give-prince-look-dinner-man-face
when they left the table she took her sister-in-law's arm and drew her into another room.,"['leave', 'table', 'take', 'sisterinlaws', 'arm', 'draw', 'another', 'room']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""what a clever man your father is,"" said she; ""perhaps that is why i am afraid of him.""","['clever', 'man', 'father', 'say', 'perhaps', 'afraid', 'him']",4,dont-say-know-ah-tell-be-dear-do-michael
"""oh, he is so kind!""","['oh', 'kind']",1,count-go-pierre-prince-come-know-look-well-let
answered princess mary.,"['answer', 'princess', 'mary']",5,princess-mary-say-give-prince-look-dinner-man-face
chapter xxviii prince andrew was to leave next evening.,"['chapter', 'xxviii', 'prince', 'andrew', 'leave', 'next', 'even']",8,prince-hand-know-say-hold-princess-book-leave-even
"the old prince, not altering his routine, retired as usual after dinner.","['old', 'prince', 'alter', 'routine', 'retire', 'usual', 'dinner']",5,princess-mary-say-give-prince-look-dinner-man-face
the little princess was in her sister-in-law's room.,"['little', 'princess', 'sisterinlaws', 'room']",3,room-pierre-prince-draw-look-say-laugh-princess-little
prince andrew in a traveling coat without epaulettes had been packing with his valet in the rooms assigned to him.,"['prince', 'andrew', 'travel', 'coat', 'without', 'epaulettes', 'pack', 'valet', 'room', 'assign', 'him']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"after inspecting the carriage himself and seeing the trunks put in, he ordered the horses to be harnessed.","['inspect', 'carriage', 'see', 'trunks', 'put', 'order', 'horse', 'harness']",2,know-letter-father-man-pierre-see-princess-silent-say
"only those things he always kept with him remained in his room; a small box, a large canteen fitted with silver plate, two turkish pistols and a saber--a present from his father who had brought it from the siege of ochakov.","['things', 'always', 'keep', 'remain', 'room', 'small', 'box', 'large', 'canteen', 'fit', 'silver', 'plate', 'turkish', 'pistols', 'sabera', 'present', 'father', 'bring', 'siege', 'ochakov']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"all these traveling effects of prince andrew's were in very good order: new, clean, and in cloth covers carefully tied with tapes.","['travel', 'effect', 'prince', 'andrews', 'good', 'order', 'new', 'clean', 'cloth', 'cover', 'carefully', 'tie', 'tap']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"when starting on a journey or changing their mode of life, men capable of reflection are generally in a serious frame of mind.","['start', 'journey', 'change', 'mode', 'life', 'men', 'capable', 'reflection', 'generally', 'serious', 'frame', 'mind']",3,room-pierre-prince-draw-look-say-laugh-princess-little
at such moments one reviews the past and plans for the future.,"['moments', 'review', 'past', 'plan', 'future']",8,prince-hand-know-say-hold-princess-book-leave-even
prince andrew's face looked very thoughtful and tender.,"['prince', 'andrews', 'face', 'look', 'thoughtful', 'tender']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"with his hands behind him he paced briskly from corner to corner of the room, looking straight before him and thoughtfully shaking his head.","['hand', 'behind', 'pace', 'briskly', 'corner', 'corner', 'room', 'look', 'straight', 'thoughtfully', 'shake', 'head']",8,prince-hand-know-say-hold-princess-book-leave-even
"did he fear going to the war, or was he sad at leaving his wife?--perhaps both, but evidently he did not wish to be seen in that mood, for hearing footsteps in the passage he hurriedly unclasped his hands, stopped at a table as if tying the cover of the small box, and assumed his usual tranquil and impenetrable expression.","['fear', 'go', 'war', 'sad', 'leave', 'wifeperhaps', 'evidently', 'wish', 'see', 'mood', 'hear', 'footsteps', 'passage', 'hurriedly', 'unclasp', 'hand', 'stop', 'table', 'tie', 'cover', 'small', 'box', 'assume', 'usual', 'tranquil', 'impenetrable', 'expression']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
it was the heavy tread of princess mary that he heard.,"['heavy', 'tread', 'princess', 'mary', 'hear']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"""i hear you have given orders to harness,"" she cried, panting (she had apparently been running), ""and i did so wish to have another talk with you alone!","['hear', 'give', 'order', 'harness', 'cry', 'pant', 'apparently', 'run', 'wish', 'another', 'talk', 'alone']",2,know-letter-father-man-pierre-see-princess-silent-say
god knows how long we may again be parted.,"['god', 'know', 'long', 'part']",8,prince-hand-know-say-hold-princess-book-leave-even
you are not angry with me for coming?,"['angry', 'come']",5,princess-mary-say-give-prince-look-dinner-man-face
"you have changed so, andrusha,"" she added, as if to explain such a question.","['change', 'andrusha', 'add', 'explain', 'question']",1,count-go-pierre-prince-come-know-look-well-let
"she smiled as she uttered his pet name, ""andrusha.""","['smile', 'utter', 'pet', 'name', 'andrusha']",0,say-prince-nothing-pierre-look-please-smile-know-hand
it was obviously strange to her to think that this stern handsome man should be andrusha--the slender mischievous boy who had been her playfellow in childhood.,"['obviously', 'strange', 'think', 'stern', 'handsome', 'man', 'andrushathe', 'slender', 'mischievous', 'boy', 'playfellow', 'childhood']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"""and where is lise?""",['lise'],4,dont-say-know-ah-tell-be-dear-do-michael
"he asked, answering her question only by a smile.","['ask', 'answer', 'question', 'smile']",1,count-go-pierre-prince-come-know-look-well-let
"""she was so tired that she has fallen asleep on the sofa in my room.","['tire', 'fall', 'asleep', 'sofa', 'room']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"oh, andrew!","['oh', 'andrew']",1,count-go-pierre-prince-come-know-look-well-let
"what a treasure of a wife you have,"" said she, sitting down on the sofa, facing her brother.","['treasure', 'wife', 'say', 'sit', 'sofa', 'face', 'brother']",7,say-prince-go-andrew-look-come-count-room-pierre
"""she is quite a child: such a dear, merry child.","['quite', 'child', 'dear', 'merry', 'child']",1,count-go-pierre-prince-come-know-look-well-let
"i have grown so fond of her.""","['grow', 'fond', 'her']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"prince andrew was silent, but the princess noticed the ironical and contemptuous look that showed itself on his face.","['prince', 'andrew', 'silent', 'princess', 'notice', 'ironical', 'contemptuous', 'look', 'show', 'face']",7,say-prince-go-andrew-look-come-count-room-pierre
"""one must be indulgent to little weaknesses; who is free from them, andrew?","['must', 'indulgent', 'little', 'weaknesses', 'free', 'andrew']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"don't forget that she has grown up and been educated in society, and so her position now is not a rosy one.","['dont', 'forget', 'grow', 'educate', 'society', 'position', 'rosy', 'one']",4,dont-say-know-ah-tell-be-dear-do-michael
we should enter into everyone's situation.,"['enter', 'everyones', 'situation']",7,say-prince-go-andrew-look-come-count-room-pierre
"tout comprendre, c'est tout pardonner.","['tout', 'comprendre', 'cest', 'tout', 'pardonner']",4,dont-say-know-ah-tell-be-dear-do-michael
"* think it must be for her, poor thing, after what she has been used to, to be parted from her husband and be left alone in the country, in her condition!","['think', 'must', 'poor', 'thing', 'use', 'part', 'husband', 'leave', 'alone', 'country', 'condition']",8,prince-hand-know-say-hold-princess-book-leave-even
"it's very hard.""",['hard'],4,dont-say-know-ah-tell-be-dear-do-michael
to understand all is to forgive all.,"['understand', 'forgive', 'all']",7,say-prince-go-andrew-look-come-count-room-pierre
"prince andrew smiled as he looked at his sister, as we smile at those we think we thoroughly understand.","['prince', 'andrew', 'smile', 'look', 'sister', 'smile', 'think', 'thoroughly', 'understand']",7,say-prince-go-andrew-look-come-count-room-pierre
"""you live in the country and don't think the life terrible,"" he replied.","['live', 'country', 'dont', 'think', 'life', 'terrible', 'reply']",1,count-go-pierre-prince-come-know-look-well-let
"""i... that's different.","['thats', 'different']",4,dont-say-know-ah-tell-be-dear-do-michael
why speak of me?,"['speak', 'me']",1,count-go-pierre-prince-come-know-look-well-let
"i don't want any other life, and can't, for i know no other.","['dont', 'want', 'life', 'cant', 'know', 'other']",1,count-go-pierre-prince-come-know-look-well-let
"but think, andrew: for a young society woman to be buried in the country during the best years of her life, all alone--for papa is always busy, and i... well, you know what poor resources i have for entertaining a woman used to the best society.","['think', 'andrew', 'young', 'society', 'woman', 'bury', 'country', 'best', 'years', 'life', 'alonefor', 'papa', 'always', 'busy', 'well', 'know', 'poor', 'resources', 'entertain', 'woman', 'use', 'best', 'society']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"there is only mademoiselle bourienne...."" ""i don't like your mademoiselle bourienne at all,"" said prince andrew.","['mademoiselle', 'bourienne', 'dont', 'like', 'mademoiselle', 'bourienne', 'say', 'prince', 'andrew']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"""no?",['no'],2,know-letter-father-man-pierre-see-princess-silent-say
"she is very nice and kind and, above all, she's much to be pitied.","['nice', 'kind', 'shes', 'much', 'pity']",1,count-go-pierre-prince-come-know-look-well-let
"she has no one, no one.",['one'],4,dont-say-know-ah-tell-be-dear-do-michael
"to tell the truth, i don't need her, and she's even in my way.","['tell', 'truth', 'dont', 'need', 'shes', 'even', 'way']",1,count-go-pierre-prince-come-know-look-well-let
"you know i always was a savage, and now am even more so.","['know', 'always', 'savage', 'even', 'so']",8,prince-hand-know-say-hold-princess-book-leave-even
i like being alone.... father likes her very much.,"['like', 'alone', 'father', 'like', 'much']",4,dont-say-know-ah-tell-be-dear-do-michael
"she and michael ivanovich are the two people to whom he is always gentle and kind, because he has been a benefactor to them both.","['michael', 'ivanovich', 'people', 'always', 'gentle', 'kind', 'benefactor', 'both']",4,dont-say-know-ah-tell-be-dear-do-michael
"as sterne says: 'we don't love people so much for the good they have done us, as for the good we have done them.'","['sterne', 'say', 'dont', 'love', 'people', 'much', 'good', 'do', 'us', 'good', 'do', 'them']",4,dont-say-know-ah-tell-be-dear-do-michael
father took her when she was homeless after losing her own father.,"['father', 'take', 'homeless', 'lose', 'father']",2,know-letter-father-man-pierre-see-princess-silent-say
"she is very good-natured, and my father likes her way of reading.","['goodnatured', 'father', 'like', 'way', 'read']",4,dont-say-know-ah-tell-be-dear-do-michael
"she reads to him in the evenings and reads splendidly.""","['read', 'even', 'read', 'splendidly']",8,prince-hand-know-say-hold-princess-book-leave-even
"""to be quite frank, mary, i expect father's character sometimes makes things trying for you, doesn't it?""","['quite', 'frank', 'mary', 'expect', 'father', 'character', 'sometimes', 'make', 'things', 'try', 'doesnt', 'it']",5,princess-mary-say-give-prince-look-dinner-man-face
prince andrew asked suddenly.,"['prince', 'andrew', 'ask', 'suddenly']",1,count-go-pierre-prince-come-know-look-well-let
princess mary was first surprised and then aghast at this question.,"['princess', 'mary', 'first', 'surprise', 'aghast', 'question']",5,princess-mary-say-give-prince-look-dinner-man-face
"""for me?",['me'],1,count-go-pierre-prince-come-know-look-well-let
for me?...,['me'],1,count-go-pierre-prince-come-know-look-well-let
"trying for me!...""","['try', 'me']",1,count-go-pierre-prince-come-know-look-well-let
said she.,"['say', 'she']",7,say-prince-go-andrew-look-come-count-room-pierre
"""he always was rather harsh; and now i should think he's getting very trying,"" said prince andrew, apparently speaking lightly of their father in order to puzzle or test his sister.","['always', 'rather', 'harsh', 'think', 'hes', 'get', 'try', 'say', 'prince', 'andrew', 'apparently', 'speak', 'lightly', 'father', 'order', 'puzzle', 'test', 'sister']",5,princess-mary-say-give-prince-look-dinner-man-face
"""you are good in every way, andrew, but you have a kind of intellectual pride,"" said the princess, following the train of her own thoughts rather than the trend of the conversation--""and that's a great sin.","['good', 'every', 'way', 'andrew', 'kind', 'intellectual', 'pride', 'say', 'princess', 'follow', 'train', 'thoughts', 'rather', 'trend', 'conversationand', 'thats', 'great', 'sin']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
how can one judge father?,"['judge', 'father']",7,say-prince-go-andrew-look-come-count-room-pierre
"but even if one might, what feeling except veneration could such a man as my father evoke?","['even', 'might', 'feel', 'except', 'veneration', 'could', 'man', 'father', 'evoke']",2,know-letter-father-man-pierre-see-princess-silent-say
and i am so contented and happy with him.,"['content', 'happy', 'him']",7,say-prince-go-andrew-look-come-count-room-pierre
"i only wish you were all as happy as i am.""","['wish', 'happy', 'be']",4,dont-say-know-ah-tell-be-dear-do-michael
her brother shook his head incredulously.,"['brother', 'shake', 'head', 'incredulously']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"""the only thing that is hard for me... i will tell you the truth, andrew... is father's way of treating religious subjects.","['thing', 'hard', 'tell', 'truth', 'andrew', 'father', 'way', 'treat', 'religious', 'subject']",7,say-prince-go-andrew-look-come-count-room-pierre
"i don't understand how a man of his immense intellect can fail to see what is as clear as day, and can go so far astray.","['dont', 'understand', 'man', 'immense', 'intellect', 'fail', 'see', 'clear', 'day', 'go', 'far', 'astray']",4,dont-say-know-ah-tell-be-dear-do-michael
that is the only thing that makes me unhappy.,"['thing', 'make', 'unhappy']",5,princess-mary-say-give-prince-look-dinner-man-face
but even in this i can see lately a shade of improvement.,"['even', 'see', 'lately', 'shade', 'improvement']",4,dont-say-know-ah-tell-be-dear-do-michael
"his satire has been less bitter of late, and there was a monk he received and had a long talk with.""","['satire', 'less', 'bitter', 'late', 'monk', 'receive', 'long', 'talk', 'with']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"""ah!",['ah'],4,dont-say-know-ah-tell-be-dear-do-michael
"my dear, i am afraid you and your monk are wasting your powder,"" said prince andrew banteringly yet tenderly.","['dear', 'afraid', 'monk', 'waste', 'powder', 'say', 'prince', 'andrew', 'banteringly', 'tenderly']",7,say-prince-go-andrew-look-come-count-room-pierre
"""ah!",['ah'],4,dont-say-know-ah-tell-be-dear-do-michael
"mon ami, i only pray, and hope that god will hear me.","['mon', 'ami', 'pray', 'hope', 'god', 'hear', 'me']",1,count-go-pierre-prince-come-know-look-well-let
"andrew..."" she said timidly after a moment's silence, ""i have a great favor to ask of you.""","['andrew', 'say', 'timidly', 'moments', 'silence', 'great', 'favor', 'ask', 'you']",9,anna-mikhaylovna-princess-prince-say-pierre-face-go-eye
"""what is it, dear?""",['dear'],1,count-go-pierre-prince-come-know-look-well-let
"""no--promise that you will not refuse!","['nopromise', 'refuse']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"it will give you no trouble and is nothing unworthy of you, but it will comfort me.","['give', 'trouble', 'nothing', 'unworthy', 'comfort', 'me']",5,princess-mary-say-give-prince-look-dinner-man-face
"promise, andrusha!...""","['promise', 'andrusha']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"said she, putting her hand in her reticule but not yet taking out what she was holding inside it, as if what she held were the subject of her request and must not be shown before the request was granted.","['say', 'put', 'hand', 'reticule', 'take', 'hold', 'inside', 'hold', 'subject', 'request', 'must', 'show', 'request', 'grant']",8,prince-hand-know-say-hold-princess-book-leave-even
she looked timidly at her brother.,"['look', 'timidly', 'brother']",7,say-prince-go-andrew-look-come-count-room-pierre
"""even if it were a great deal of trouble..."" answered prince andrew, as if guessing what it was about.","['even', 'great', 'deal', 'trouble', 'answer', 'prince', 'andrew', 'guess', 'about']",1,count-go-pierre-prince-come-know-look-well-let
"""think what you please!","['think', 'please']",0,say-prince-nothing-pierre-look-please-smile-know-hand
i know you are just like father.,"['know', 'like', 'father']",2,know-letter-father-man-pierre-see-princess-silent-say
"think as you please, but do this for my sake!","['think', 'please', 'sake']",0,say-prince-nothing-pierre-look-please-smile-know-hand
please do!,"['please', 'do']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"father's father, our grandfather, wore it in all his wars.""","['father', 'father', 'grandfather', 'wear', 'war']",2,know-letter-father-man-pierre-see-princess-silent-say
(she still did not take out what she was holding in her reticule.),"['still', 'take', 'hold', 'reticule']",8,prince-hand-know-say-hold-princess-book-leave-even
"""so you promise?""",['promise'],0,say-prince-nothing-pierre-look-please-smile-know-hand
"""of course.",['course'],8,prince-hand-know-say-hold-princess-book-leave-even
"what is it?""",['it'],1,count-go-pierre-prince-come-know-look-well-let
"""andrew, i bless you with this icon and you must promise me you will never take it off.","['andrew', 'bless', 'icon', 'must', 'promise', 'never', 'take', 'off']",8,prince-hand-know-say-hold-princess-book-leave-even
"do you promise?""",['promise'],0,say-prince-nothing-pierre-look-please-smile-know-hand
"""if it does not weigh a hundredweight and won't break my neck... to please you..."" said prince andrew.","['weigh', 'hundredweight', 'wont', 'break', 'neck', 'please', 'say', 'prince', 'andrew']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"but immediately, noticing the pained expression his joke had brought to his sister's face, he repented and added: ""i am glad; really, dear, i am very glad.""","['immediately', 'notice', 'pain', 'expression', 'joke', 'bring', 'sisters', 'face', 'repent', 'add', 'glad', 'really', 'dear', 'glad']",4,dont-say-know-ah-tell-be-dear-do-michael
"""against your will he will save and have mercy on you and bring you to himself, for in him alone is truth and peace,"" said she in a voice trembling with emotion, solemnly holding up in both hands before her brother a small, oval, antique, dark-faced icon of the saviour in a gold setting, on a finely wrought silver chain.","['save', 'mercy', 'bring', 'alone', 'truth', 'peace', 'say', 'voice', 'tremble', 'emotion', 'solemnly', 'hold', 'hand', 'brother', 'small', 'oval', 'antique', 'darkfaced', 'icon', 'saviour', 'gold', 'set', 'finely', 'work', 'silver', 'chain']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"she crossed herself, kissed the icon, and handed it to andrew.","['cross', 'kiss', 'icon', 'hand', 'andrew']",8,prince-hand-know-say-hold-princess-book-leave-even
"""please, andrew, for my sake!...""","['please', 'andrew', 'sake']",0,say-prince-nothing-pierre-look-please-smile-know-hand
"rays of gentle light shone from her large, timid eyes.","['ray', 'gentle', 'light', 'shine', 'large', 'timid', 'eye']",3,room-pierre-prince-draw-look-say-laugh-princess-little
"those eyes lit up the whole of her thin, sickly face and made it beautiful.","['eye', 'light', 'whole', 'thin', 'sickly', 'face', 'make', 'beautiful']",4,dont-say-know-ah-tell-be-dear-do-michael
"her brother would have taken the icon, but she stopped him.","['brother', 'would', 'take', 'icon', 'stop', 'him']",5,princess-mary-say-give-prince-look-dinner-man-face
"andrew understood, crossed himself and kissed the icon.","['andrew', 'understand', 'cross', 'kiss', 'icon']",8,prince-hand-know-say-hold-princess-book-leave-even
"there was a look of tenderness, for he was touched, but also a gleam of irony on his face.","['look', 'tenderness', 'touch', 'gleam', 'irony', 'face']",5,princess-mary-say-give-prince-look-dinner-man-face
"""thank you, my dear.""","['thank', 'dear']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
she kissed him on the forehead and sat down again on the sofa.,"['kiss', 'forehead', 'sit', 'sofa']",1,count-go-pierre-prince-come-know-look-well-let
they were silent for a while.,"['silent', 'while']",2,know-letter-father-man-pierre-see-princess-silent-say
"""as i was saying to you, andrew, be kind and generous as you always used to be.","['say', 'andrew', 'kind', 'generous', 'always', 'use', 'be']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
"don't judge lise harshly,"" she began.","['dont', 'judge', 'lise', 'harshly', 'begin']",4,dont-say-know-ah-tell-be-dear-do-michael
"""she is so sweet, so good-natured, and her position now is a very hard one.""","['sweet', 'goodnatured', 'position', 'hard', 'one']",4,dont-say-know-ah-tell-be-dear-do-michael
"""i do not think i have complained of my wife to you, masha, or blamed her.","['think', 'complain', 'wife', 'masha', 'blame', 'her']",1,count-go-pierre-prince-come-know-look-well-let
"why do you say all this to me?""","['say', 'me']",1,count-go-pierre-prince-come-know-look-well-let
red patches appeared on princess mary's face and she was silent as if she felt guilty.,"['red', 'patch', 'appear', 'princess', 'marys', 'face', 'silent', 'felt', 'guilty']",2,know-letter-father-man-pierre-see-princess-silent-say
"""i have said nothing to you, but you have already been talked to.","['say', 'nothing', 'already', 'talk', 'to']",1,count-go-pierre-prince-come-know-look-well-let
"and i am sorry for that,"" he went on.","['sorry', 'go', 'on']",7,say-prince-go-andrew-look-come-count-room-pierre
"the patches grew deeper on her forehead, neck, and cheeks.","['patch', 'grow', 'deeper', 'forehead', 'neck', 'cheek']",3,room-pierre-prince-draw-look-say-laugh-princess-little
she tried to say something but could not.,"['try', 'say', 'something', 'could', 'not']",1,count-go-pierre-prince-come-know-look-well-let
"her brother had guessed right: the little princess had been crying after dinner and had spoken of her forebodings about her confinement, and how she dreaded it, and had complained of her fate, her father-in-law, and her husband.","['brother', 'guess', 'right', 'little', 'princess', 'cry', 'dinner', 'speak', 'forebode', 'confinement', 'dread', 'complain', 'fate', 'fatherinlaw', 'husband']",5,princess-mary-say-give-prince-look-dinner-man-face
after crying she had fallen asleep.,"['cry', 'fall', 'asleep']",6,princess-say-mademoiselle-bourienne-always-cry-heart-prince-father
prince andrew felt sorry for his sister.,"['prince', 'andrew', 'felt', 'sorry', 'sister']",7,say-prince-go-andrew-look-come-count-room-pierre
